cafeteria_id;country;name;latitude;longitude
79;Peru;Starbucks;-120222789;-771085448
80;Peru;Aquamarine;-138335449;-762486805
81;Peru;Starbucks;-120663001;-770475155
82;Peru;ChocoMuseo;-120457000;-770295071
83;Peru;Starbucks;-120939532;-769957957
84;Peru;La Casa del Alfajor;-121006502;-769966722
85;Peru;Heladeria Speciale;-120877655;-770678280
86;Peru;Caprichio;-163892140;-715472751
87;Peru;La Conga;-102981097;-776010860
88;Peru;Sarcletti;-121340574;-770182283
89;Peru;San Antonio;-121105852;-769897546
90;Peru;HelArte;-135177216;-719799909
91;Peru;La Petite Française;-163940732;-715358364
92;Peru;El Portal;-136569307;-733900441
93;Peru;La Bondiet;-135179954;-719798177
94;Peru;Verdé, Bio-factoria y café vegano;-121215160;-770336180
95;Peru;Sarcletti;-120905373;-770038091
96;Peru;Suspiro Cafe;-121183807;-770272637
97;Peru;Van Gogh Café;-81105180;-790285386
98;Peru;Dulce Pan;-95321729;-775305009
99;Peru;Disfruta;-136554824;-733894431
100;Peru;Huayruro Peruvian Coffee Shop;-163947527;-715336064
101;Peru;La Casa del Café;-120450205;-770315554
102;Peru;Tostao Café;-67815589;-798411596
103;Peru;Ricos-Cafe;-158381576;-700276464
104;Peru;Cafetería “Café Express”;-120602947;-770816116
105;Peru;Cafetería Lia;-114197260;-756894070
106;Peru;Salamandra;-120391489;-770888805
107;Peru;PAU DAU;-58927009;-761054564
108;Peru;Dulce Tentación;-58953538;-761119256
109;Peru;Las Vecinas;-121479573;-770226132
110;Peru;Sofá Café;-121413883;-770231407
111;Peru;Starbucks;-121288872;-770250174
112;Peru;Panam;-135169879;-719798157
113;Peru;Heladeria Sandoval;-64860783;-763614163
114;Peru;Estar Cajue;-64867900;-763584372
115;Peru;Cafeteria Oro Verde;-64254229;-765141895
116;Peru;Heart's Cafe;-132582781;-722645271
117;Peru;Starbucks;-135172487;-719779475
118;Peru;El Maná;-95292482;-775277133
119;Peru;La Despensa;-163956419;-715362497
120;Peru;Cafe;-37462777;-732526578
121;Peru;Matías;-140747231;-757270465
122;Peru;Istanbul Cafe;-121030760;-770300459
123;Peru;Buongiorno;-95337573;-775298819
124;Peru;Misky;-135187499;-719763539
125;Peru;Intro Café Bar;-121263742;-770293520
126;Peru;Delyhuasi;-135392527;-726956174
127;Peru;Pastelería Café Turmanyé;-95284497;-775271485
128;Peru;Caf'los Antojitos;-92811585;-776461062
129;Peru;Helados Porvenir;-92812181;-776460298
130;Peru;Huascaran;-92814279;-776457877
131;Peru;Morayma;-92803597;-776454515
132;Peru;Cafe El Buho;-158381616;-700283303
133;Peru;Kulcafé;-121222409;-770323181
134;Peru;Dunkin' Donuts;-121278396;-770093755
135;Peru;Orfa Caffe;-110545642;-753285965
136;Peru;mio café;-163978596;-715343399
137;Peru;El Turista;-90488321;-778104625
138;Peru;Snack Bar 723;-120684684;-771043545
139;Peru;Sebastian;-121080086;-770390398
140;Peru;Café y Sal;-119338164;-770752911
141;Peru;Don Joselo;-120945471;-770713816
142;Peru;Chef's Cafe;-121252309;-770293008
143;Peru;Sarcletti;-121248132;-770283158
144;Peru;Nueva Esperanza;-150422941;-703678219
145;Peru;El Niño Café;-118860696;-770349662
146;Peru;Jugueria Sangucheria;-123332487;-768246485
147;Peru;Chicharrones del Inca;-120720097;-770517453
148;Peru;Abuela;-122042462;-769319142
149;Peru;Gourmet Palace;-122078614;-769397533
150;Peru;Inandiego;-122092388;-769420990
151;Peru;Willy;-122092493;-769421226
152;Peru;Caldo de Gallina;-118796157;-770746413
153;Peru;Neladeria Bravissimo;-122105946;-769444354
154;Peru;Rico y Sabrosón;-118817319;-770703792
155;Peru;Amorino Tortas;-122110311;-769451790
156;Peru;Clava;-121109857;-770370806
157;Peru;Katherine;-120441854;-770343788
158;Peru;Panera y Cafe;-120984280;-770361424
159;Peru;Puerto 200;-120479410;-770270075
160;Peru;Plus cafe;-163979253;-715341742
161;Peru;Café 21;-121189008;-770333423
162;Peru;La Lucha Sangucheria Criolla;-121203441;-770300806
163;Peru;Arepa Cafe;-121203214;-770338489
164;Peru;La Favorita;-121226740;-770292889
165;Peru;Café 21;-121244207;-770277818
166;Peru;Super Jugo;-120552558;-770499878
167;Peru;Santagula;-121000078;-770260725
168;Peru;Jugos & Yogurt;-120644314;-770671810
169;Peru;El Amigo;-120655209;-770329700
170;Peru;El Chilianito;-120683362;-770485513
171;Peru;El Picaflor;-118729180;-770156023
172;Peru;Jugueria Sangucheria;-118742864;-770144775
173;Peru;Pizza Wily;-118743014;-770144566
174;Peru;Starbucks;-120914445;-770404277
175;Peru;Piero's;-120701109;-770916855
176;Peru;Frangelo Café;-120700527;-770917630
177;Peru;Origen;-120726017;-770663744
178;Peru;Starbucks;-120737952;-770511170
179;Peru;Café Antonio;-120706244;-771611482
180;Peru;Chef's Cafe;-121210621;-770288960
181;Peru;L'bella;-120730557;-770483491
182;Peru;La Cafeteria;-120704208;-771620158
183;Peru;Pizza Pastas;-120752241;-770509835
184;Peru;Agx Café;-120826742;-770827065
185;Peru;Rito y Tradición;-120892981;-770263287
186;Peru;Aromia;-121220807;-770329170
187;Peru;Flaveria Essenza;-121303044;-770075988
188;Peru;Habana Lima;-120840458;-770324283
189;Peru;Lito's;-120741146;-770305497
190;Peru;Mango & Cafe;-120680571;-770358966
191;Peru;Munay;-121343539;-770094116
192;Peru;D' Lorena;-121304928;-770089840
193;Peru;Clamore Café;-120693513;-770377819
194;Peru;Restaurant Cevichería;-120752226;-770340915
195;Peru;Tu Punto de Encuentro;-120666377;-770358817
196;Peru;Toño;-120665205;-770358958
197;Peru;Fuente de Soda Q'Tal Sabor;-120829457;-770357539
198;Peru;House Cafe;-121325216;-770177755
199;Peru;Naturista Vegetariano;-119677605;-770572858
200;Peru;El Buen Chancho;-119677077;-770573798
201;Peru;Buffet & Todos;-119267535;-770430540
202;Peru;Cora Cora;-121126293;-770461906
203;Peru;La Esquina del Sabor;-120865599;-770323098
204;Peru;FAMIGLIA 1950 Pastelería Snack Bar;-120692905;-770380334
205;Peru;Rovegno;-120693881;-770380239
206;Peru;Starbucks;-121209558;-770108146
207;Peru;Bimbo Expendio;-120602159;-771386042
208;Peru;Mauro;-120662607;-771251155
209;Peru;Kily's Burger;-120611292;-771314537
210;Peru;1972;-121244741;-770229072
211;Peru;Starbucks;-120562848;-770368091
212;Peru;Del Rio;-120963814;-770586118
213;Peru;Marbella Café;-121009035;-770615122
214;Peru;Gaeta;-121022176;-770592472
215;Peru;Chicharroneria Cuya;-122525947;-768972181
216;Peru;Domy's Cafe;-121697372;-770286514
217;Peru;Sabor Nortenño;-122213234;-769320559
218;Peru;La Perferida;-122286607;-769273476
219;Peru;Mateo's;-122248299;-769296585
220;Peru;Café y Chocolate;-135166498;-719798905
221;Peru;Kushka...fe;-135174402;-719797709
222;Peru;ayllu;-135189857;-719785124
223;Peru;D'WASI;-135177696;-719799586
224;Peru;Eusebi & Manolo - Café Para Llevar;-135148470;-719748707
225;Peru;La Bo'M;-135137318;-719761758
226;Peru;L'atelier;-135134734;-719763228
227;Peru;Bianka;-122118810;-769377493
228;Peru;El Pechugón;-122181237;-769336986
229;Peru;Latin;-122148282;-769356961
230;Peru;Puku Puku;-121181906;-770275949
231;Peru;Frutti Tortas;-121943769;-769828543
232;Peru;Paco's Bill;-121930679;-769815709
233;Peru;Venta de Animales;-122553976;-768902367
234;Peru;Café Bar;-121507637;-769715642
235;Peru;Antojitos;-133074690;-721150308
236;Peru;La 5 Estación;-121051245;-770008980
237;Peru;Eureka Café Lúdico;-120995669;-770305466
238;Peru;Chifa Cai Antonio;-121514162;-769791447
239;Peru;City Coffee;-121040272;-770010538
240;Peru;Tao Fu;-120587491;-770301071
241;Peru;Grecia Colfisure;-120519790;-770129183
242;Peru;Macchiato;-135177941;-719802339
243;Peru;Pollos;-121594108;-769594921
244;Peru;Taconadas;-120727944;-769544458
245;Peru;D'jhired;-119480339;-769845955
246;Peru;Delimonasterio;-135157041;-719767498
247;Peru;Chifa Fu Lin;-121759800;-769465093
248;Peru;El Enano;-121677706;-769750785
249;Peru;Aymura Tea & Coffee;-135192414;-719791041
250;Peru;La Real Bajada;-122057136;-769070075
251;Peru;La Estación;-122069476;-769063604
252;Peru;El Sabroso;-121640563;-769727427
253;Peru;Internet Cafe;-121686158;-769539236
254;Peru;Viktors;-122221447;-769077735
255;Peru;Gordo;-120394466;-769573077
256;Peru;Valentina;-120435926;-769703609
257;Peru;Tortelin;-120449501;-769738596
258;Peru;Pekado's;-120456887;-769762101
259;Peru;El Amigo;-120425268;-769785455
260;Peru;Chifa Encalada;-120355306;-769636165
261;Peru;La Sangu Chena;-121703059;-769700018
262;Peru;La Jugeria;-121702960;-769699657
263;Peru;Antonella;-121702044;-769683982
264;Peru;Kanka's;-119969377;-770077973
265;Peru;Malibu;-51777871;-806184740
266;Peru;Romanoff Café Sanguchería;-120818669;-770168361
267;Peru;Starbucks;-121254152;-770250220
268;Peru;Sabores Caseros;-120703331;-769418241
269;Peru;Club Sandwich;-120671411;-769435791
270;Peru;Crocante;-120341375;-769289466
271;Peru;Aromas y Sabores;-120360772;-769304514
272;Peru;Point Break;-121667392;-769902258
273;Peru;Starbucks;-121314059;-770297025
274;Peru;Starbucks;-121294580;-770224289
275;Peru;Cafeteria UTP;-120705157;-770368157
276;Peru;Jugos & Yogurt;-120124843;-770109159
277;Peru;Café Arte Europeo;-81098182;-790298511
278;Peru;Point Break;-121661433;-769904288
279;Peru;Cafe Sandwich;-121471867;-769856166
280;Peru;Juan Valdés;-163748283;-715574955
281;Peru;Real Baguette;-120618642;-770204011
282;Peru;Cafe Americano;-131547836;-725258792
283;Peru;Bochy's;-119461199;-770733182
284;Peru;Acebicharles;-119349184;-770785798
285;Peru;Solari Café;-121099177;-769721080
286;Peru;Jherson;-121209941;-769881310
287;Peru;Caprichitos;-120066830;-770079244
288;Peru;Fruta Bella;-120356787;-769585319
289;Peru;Jugueria Belen;-119354999;-770777544
290;Peru;Ventura's;-119617689;-770767888
291;Peru;Marcialinos;-120549610;-770130929
292;Peru;Irma;-120524971;-770053830
293;Peru;Vero's;-92980691;-760023902
294;Peru;Mariza;-120227066;-769104386
295;Peru;Finca La Campiña;-121413578;-770217685
296;Peru;Heladeria El Chalan;-51967864;-806270300
297;Peru;Bla Coffee;-121222492;-770260654
298;Peru;Patricia Tours;-119389897;-766964744
299;Peru;Internet Cafe;-119375891;-766956338
300;Peru;Puku Puku;-121221229;-770266870
301;Peru;Café Italiano;-121289352;-770298749
302;Peru;Kokis;-119245081;-766847229
303;Peru;La Cafetera;-121199483;-770282165
304;Peru;News Cafe Coffee Shop;-121237218;-770291650
305;Peru;Togo Coffee & Deli;-120259494;-771076348
306;Peru;Buffets;-119419403;-767020991
307;Peru;Starbucks;-119944445;-770619567
308;Peru;Café de la Plaza;-119942466;-770616787
309;Peru;La Parada;-121258131;-770295988
310;Peru;La Esquina;-154947828;-701328101
311;Peru;Fabrizziu's;-154907234;-701321932
312;Peru;Altomayo;-154706659;-701563677
313;Peru;Café Loco;-135151554;-719736582
314;Peru;El café de Mamá Oli;-135153565;-719773377
315;Peru;Aragua;-125200395;-738317731
316;Peru;Café Snack Kitamayu;-134210720;-718483172
317;Peru;Café de Lima;-121141681;-770390095
318;Peru;Starbucks;-121233247;-770293932
319;Peru;Manolo;-121230498;-770293559
320;Peru;Ágora Café Arte;-121213896;-770307375
321;Peru;Tinto;-109249907;-748718330
322;Peru;Cafe Express;-120222554;-771090395
323;Peru;Aromas Caffee;-156371756;-716024214
324;Peru;Coqui Café Restaurante;-120672433;-752098005
325;Peru;Quilla Organic;-163874954;-715427689
326;Peru;Restaurante Caffe-Bar Q'ala Ready;-120458279;-770338774
327;Peru;Manhattan;-120488407;-770311505
328;Peru;Cafetería CeprePucp;-120728141;-770789376
329;Peru;Starbucks;-81022402;-790495588
330;Peru;Santa Isabel;-120488901;-770320306
331;Peru;Carbone;-120465999;-770348121
332;Peru;Lima Café;-120491506;-770322201
333;Peru;Ricos Pan;-158399719;-700263912
334;Peru;Sofa cafe Paris;-120669217;-752091777
335;Peru;Cafeteria viena;-120732447;-770498351
336;Peru;Intensamente Café;-133065757;-721155600
337;Peru;JC'café;-135157637;-719835689
338;Peru;Dufrapé;-135257812;-719483358
339;Peru;Killasumaq;-164196695;-715163405
340;Peru;Rutina Café;-121224280;-770350003
341;Peru;Starbucks;-121805672;-769422478
342;Peru;Capriccio;-164104728;-715205144
343;Peru;Café Bonito;-111094855;-776087760
344;Peru;Caficulto;-121211838;-770282130
345;Peru;Piero's Pastelería Fina;-120848451;-770355024
346;Peru;Kunan;-133059457;-721185956
347;Peru;La Toscana;-180114108;-702487854
348;Peru;KKAMIRI Café & Crepes;-154955198;-701302113
349;Peru;Cafe Ayacuchano VRAE - PERU;-131343508;-742302585
350;Peru;Mamale cafe;-131344689;-742313889
351;Peru;Nonna;-117739900;-771764007
352;Peru;Ayllu;-135187811;-719804046
353;Peru;Cafe Ricchary;-135198384;-719816056
354;Peru;Yunsa;-135149422;-719738492
355;Peru;Palacios Coffee;-164027492;-715422002
356;Peru;Mi Casa;-163930831;-715338103
357;Peru;Ristretto - coffee house;-163903033;-715408242
358;Peru;Estación 329;-121171251;-770318711
359;Peru;La Postrería Café;-121170097;-770390876
360;Peru;Super Ricos Helados;-80791855;-791203629
361;Peru;Dulce Fantasía;-80800273;-791216290
362;Peru;Cafetería NOA;-118906641;-770264534
363;Peru;Coffee Time;-121246372;-770304435
364;Peru;True Artisan Cafe;-121254865;-770285233
365;Peru;Arabica Espresso Bar;-121209890;-770335702
366;Peru;Origen Tostadores de Cafe;-121033857;-770213776
367;Peru;Desayunos;-120431744;-770677952
368;Peru;Piconi;-51463515;-790045710
369;Peru;Juguería;-120804085;-770328677
370;Peru;Tahua;-95291916;-775276874
371;Peru;Mi Fruta;-120839386;-770139028
372;Peru;Mullu Cafe;-134213613;-718503563
373;Peru;Sorriso;-120691306;-770593744
374;Peru;El Carpriccio;-163974630;-715369060
375;Peru;HAMMA;-120864545;-769988186
376;Peru;Tambo;-120777814;-769894234
377;Peru;Tambo;-120826560;-770275971
378;Peru;Tambo;-120813562;-769933527
379;Peru;Maki Maki;-118584045;-770439431
380;Peru;Pan...tástico;-135150508;-719738183
381;Peru;Qucharitas;-135153023;-719796937
382;Peru;Café Chocolate;-135165997;-719797885
383;Peru;Starbucks;-120070092;-770596216
384;Peru;Chocolate;-134226353;-761346748
385;Peru;Juan Valdez Café;-121320800;-770302674
386;Peru;Grosella;-120671405;-752093507
387;Peru;Cafefit;-121212668;-770328578
388;Peru;Cusco;-164000357;-715380104
389;Peru;Juan Valdez Café;-121322085;-770301416
390;Peru;Cafe 347;-121221859;-770270316
391;Peru;Cory;-95262846;-775287632
392;Peru;Team Time;-135198704;-719749583
393;Peru;El Mano III;-120775806;-770350083
394;Peru;Gustitos del Cura;-126006575;-691930598
395;Peru;Papa Mo's;-41065385;-810580800
396;Peru;Starbucks;-121045940;-769635004
397;Peru;One coffee;-156357535;-716020377
398;Peru;Museo del Café;-135167136;-719800135
399;Peru;La Semilla;-125949309;-691761692
400;Peru;Barletto;-121170795;-770304320
401;Peru;Parque Sol Terraza Café;-121157773;-770333099
402;Peru;Holandulce Café;-121127112;-770290202
403;Peru;Provence Bistrot Café;-121140385;-770290629
404;Peru;Café Recreo;-125949203;-691782919
405;Peru;El Sabor de Casa;-121687986;-769761378
406;Peru;Liliana - Panderia & Pastelería;-62278940;-778685943
407;Peru;Caldos Mara;-62289149;-778726033
408;Peru;LibreriaCafe (ContraCultura);-121272592;-770297245
409;Peru;Cafe Mercedes;-158372307;-700270325
410;Peru;The Meeting Place;-135153813;-719741866
411;Peru;Bajo Cero Ice Cream;-81114086;-790274383
412;Peru;Mama Raywana;-95884008;-771784205
413;Peru;Crepísimo;-163963318;-715364916
414;Peru;Flamangos;-140764068;-757387908
415;Peru;Homemade;-121225001;-770333169
416;Peru;Cafe Vino Valenzuela;-163997322;-715361813
417;Peru;El Sol - Cremoladas;-110563623;-753295188
418;Peru;Cafe Latino;-131541319;-725255863
419;Peru;Uma Cafe;-135155261;-719840568
420;Peru;Viva Peru Cafe;-133099046;-720253877
421;Peru;Café Express;-120717376;-770476882
422;Peru;Yoga Café;-95288516;-775283044
423;Peru;Sarita;-136445450;-730863450
424;Peru;Cappuccino Coffee House;-163926210;-715487144
425;Peru;Cafetería Suárez;-121102625;-770275667
426;Peru;Starbucks;-91017928;-785577466
427;Peru;Cafe Bimbos;-134623825;-721487407
428;Peru;Restaurante Calca;-133233267;-719579115
429;Peru;Tostadura Bisetti;-121499489;-770218737
430;Peru;1874 Coffee & Bar;-121496536;-770224117
431;Peru;Delicass;-121068282;-770400110
432;Peru;Marh de Vida;-121626585;-769903382
433;Peru;Sangucheria Jugos Café;-121662551;-769910974
434;Peru;Cremolada de Fruita;-127279160;-766192037
435;Peru;Caferia de Polos;-121875104;-769458196
436;Peru;Chicharroneria Cantena;-122115349;-769392694
437;Peru;Mega Bravazo;-122107402;-769449982
438;Peru;Café Deleites;-160869142;-696392555
439;Peru;Arena Café;-138340135;-762482647
440;Peru;Cafeteria Valeric;-121364209;-769595450
441;Peru;Victorpan;-121390051;-769685116
442;Peru;Puku puku cafe;-121067927;-770388235
443;Peru;EL SUCESO;-137162025;-762184620
444;Peru;Angela's Place;-41074452;-810561664
445;Peru;Esquina del Caldo de Gallina;-121925042;-769535601
446;Peru;Muelles Calin;-121876541;-769584360
447;Peru;La Gran Fruita;-134171763;-761365041
448;Peru;Coco's;-121932516;-769817710
449;Peru;Antolina;-121978951;-770097218
450;Peru;D'Raulito;-134189699;-761334818
451;Peru;Dickons café;-140698503;-704307972
452;Peru;Ronny;-134207791;-761343379
453;Peru;Florcita;-134182315;-761360913
454;Peru;Chokolat;-140752214;-757269110
455;Peru;Hot Hana Café;-131556703;-742284108
456;Peru;Cafe Heladeria;-131560531;-742263608
457;Peru;Plovos Azules;-131578446;-742237095
458;Peru;Jugueria Requitos;-140357809;-757103555
459;Peru;Café Chicharoneria;-120624494;-752081417
460;Peru;Coosmtea;-131592006;-742232098
461;Peru;Yackys Cafe;-131588668;-742187569
462;Peru;Mico;-120410757;-751931220
463;Peru;Guilles;-131583191;-742268112
464;Peru;Fruitix;-131586900;-742250953
465;Peru;flashnet internet;-154910643;-701567909
466;Peru;Mafer;-131581205;-742217248
467;Peru;Cafe-cito;-120670445;-752113640
468;Peru;D'sol;-120637730;-752131259
469;Peru;Cafe-site;-120674053;-752109078
470;Peru;Plaza;-81117079;-790277528
471;Peru;Tertulia;-80986183;-790349949
472;Peru;GVP;-131528105;-742263347
473;Peru;Bambinoss;-120657581;-752215742
474;Peru;Oscar;-120657772;-752051311
475;Peru;Don Chicho;-120585356;-752166463
476;Peru;Bookafé;-120556653;-752184346
477;Peru;Dja Vus;-120692083;-752114962
478;Peru;Cafetería Divisoria;-91512055;-757881028
479;Peru;Exquisito Aroma;-120741429;-752276394
480;Peru;Coffee Shefa;-120691226;-752091511
481;Peru;Coffee House;-78163675;-780491539
482;Peru;Mazamorra;-131614349;-742293523
483;Peru;Don August;-107547052;-777579393
484;Peru;Fuente de Soda Dulce Placer;-119195731;-753128120
485;Peru;Delia;-107556626;-777599677
486;Peru;Ganio Life;-120729968;-752129978
487;Peru;Jugos Cafe;-119638912;-770777308
488;Peru;Capuccino;-91226743;-785288165
489;Peru;Dolce capriccio;-120940075;-770276371
490;Peru;Jugueria Koky;-119595788;-770968749
491;Peru;Palermo;-91285823;-785184224
492;Peru;El Eden;-91351039;-785215732
493;Peru;Americano Cafe;-81147982;-790462624
494;Peru;Naty;-67730966;-798406412
495;Peru;Rodriguez Cafetería;-81249198;-790393836
496;Peru;Cafeteando;-80994732;-790325546
497;Peru;La Quinta;-90713069;-785912867
498;Peru;Café Keapis;-81011301;-790352314
499;Peru;Thomas Cafe;-81035818;-790374326
500;Peru;Buenos Aires Cafe;-81186483;-790382037
501;Peru;Cafe del Mundo;-41074454;-810580483
502;Peru;El Pousse Café;-90762703;-785952972
503;Peru;Don Paulino;-67732142;-798390446
504;Peru;El Milagro;-67757971;-798383801
505;Peru;El Vegetariano;-107499100;-777620405
506;Peru;El Gatit;-81258857;-790359221
507;Peru;El Tostado Cafe;-81294735;-790375463
508;Peru;Surtidos;-100683052;-781520677
509;Peru;Sonata Café;-120678343;-771144956
510;Peru;Zucarella;-81325614;-790346690
511;Peru;Mi Bar;-81337072;-790356537
512;Peru;Aji Dulce Cafe;-81341151;-790360138
513;Peru;Maylo;-67624715;-798415618
514;Peru;Dulzuras;-111072360;-776084998
515;Peru;Manjares del Norte;-81261952;-790391616
516;Peru;Cevichería Puerto Mor;-80887600;-790470046
517;Peru;Cafe Europa;-67675347;-798402517
518;Peru;MIni;-81136363;-790238975
519;Peru;Fruit Light;-81144314;-790226907
520;Peru;Lis Fruta;-81165656;-790186647
521;Peru;Café Pilar;-91401757;-777453326
522;Peru;Café y Juguería;-88723863;-778940837
523;Peru;Mi kcao, El origen del cacao;-163960089;-715379036
524;Peru;Curros y helado;-135200176;-719724673
525;Peru;Starbucks;-120892252;-770046039
526;Peru;Koricancha;-132587300;-722632960
527;Peru;Sarcletti;-163984894;-715359530
528;Peru;Coqui Cafe;-120629683;-752095312
529;Peru;Fuente de soda;-101497520;-771562773
530;Peru;Coqui Cafe;-120671598;-752054024
531;Peru;Cafetería El Gallito;-101226090;-772930575
532;Peru;Ocacao;-164003313;-715373097
533;Peru;Fuente de soda;-101513237;-771569732
534;Peru;Ribs;-164001108;-715368590
535;Peru;Juguería Sandra;-85551107;-776308874
536;Peru;casa Ruth;-71651231;-784979510
537;Peru;Señor Pescao;-120692878;-771625850
538;Peru;Huayruro Peruvian Coffee Shop;-163946026;-715335299
539;Peru;Kaffeehaus Tostaduría y Cafetería;-163959819;-715331286
540;Peru;Green Apple Coffee;-132632822;-722702695
541;Peru;Juguería Megavida;-95233089;-771564835
542;Peru;Juguería Akemi;-93493962;-771734645
543;Peru;Cafetería Renato;-95884027;-771776289
544;Peru;Juguería Café Misky;-95885300;-771765364
545;Peru;Mi Frutal;-133072725;-721157124
546;Peru;Puku Puku;-121305751;-770296624
547;Peru;Sangucheria Montero;-81129439;-790275434
548;Peru;Papalu;-107530151;-777586305
549;Peru;Tostadora;-121475575;-770219111
550;Peru;Entre Libros y Café;-163966563;-715343202
551;Peru;El Edén;-133080781;-721145740
552;Peru;McCoffee;-90490445;-778115090
553;Peru;Astoria II;-67702834;-798412162
554;Peru;Limatambo;-64819416;-763682842
555;Peru;Todo Ecológico;-57091325;-788061606
556;Peru;Eurocafe;-67000191;-799066627
557;Peru;La curata;-67001922;-799065167
558;Peru;Perú Blends;-120626010;-769497498
559;Peru;Starbucks;-120674421;-752050863
560;Peru;Trama;-51726018;-806339480
561;Peru;La Selecta Café;-180098983;-702477353
562;Peru;VIGILANCIA CERRO CORVACHO;-69191533;-795554200
563;Peru;Yajuú;-135168601;-719794327
564;Peru;Maely;-95307940;-775231690
565;Peru;El Bigote Café y Gofres;-121372441;-770224274
566;Peru;Antokitos Juanki;-115259383;-772476816
567;Peru;Café Oro;-158382830;-700283696
568;Peru;Lautrec Café;-163978130;-715373252
569;Peru;cosita buena;-121213212;-770337779
570;Peru;Kafi Wasi;-163985905;-715392683
571;Peru;la canastá;-163981849;-715351075
572;Peru;La Valeriana;-135213180;-719760564
573;Peru;Restaurante - Café;-91407924;-777434061
574;Peru;Torta de piña;-89513503;-761029060
575;Peru;Café Plaza;-133058608;-721163052
576;Peru;Café Machupicchu;-131544643;-725258664
577;Peru;Cooperativa;-114264835;-744916314
578;Peru;Cafetería CAC Pangoa - café local y justo!;-114263303;-744910000
579;Peru;Monkey Coffee;-135127934;-719757942
580;Peru;Cafeteria Owatsi;-114306018;-744885772
581;Peru;Oakberry;-135159772;-719785372
582;Peru;Dulci Nelly;-81091383;-790257272
